group_id,is_keeper,file,viewUrl,size,modified,project,current_path
96,YES,10612 - 127 STREET NW- Rebate Agreement.pdf,https://drive.google.com/file/d/1nHgxHcUxAvYdOpNL3LNPQe-3pNcq_juk/view?usp=drivesdk,364541,2026-01-05T23:44:00.230Z,10612 127 Street NW,Landridge/landridge 8-plex purching contract for clients 
96,no,10612 - 127 STREET NW- Rebate Agreement.pdf,https://drive.google.com/file/d/1fdVbwTyTsqJ13MiG3dyBqDzMhEmbUl6e/view?usp=drivesdk,364541,2025-11-25T17:45:37Z,10612 127 Street NW,Landridge/Purchase Contracts Signed /10612 127St
97,YES,10612 - 127 STREET NW- Addendum.pdf,https://drive.google.com/file/d/1HkEzQ1r3-KBjgVzl1T_yX8Sh_VPmUaJk/view?usp=drivesdk,303223,2026-01-05T23:44:00.219Z,10612 127 Street NW,Landridge/landridge 8-plex purching contract for clients 
97,no,10612 - 127 STREET NW- Addendum.pdf,https://drive.google.com/file/d/1dur9pG-tbrIt9oloLgWDUve6wVfnHss_/view?usp=drivesdk,303223,2025-11-25T17:45:37Z,10612 127 Street NW,Landridge/Purchase Contracts Signed /10612 127St
98,YES,10612 - 127 STREET NW - Schedule R - Rental Guarantee Acknowledgment.pdf,https://drive.google.com/file/d/1_CeJ5G4F2l3aS_t-UVewu6yWVcFCS3jU/view?usp=drivesdk,208861,2026-01-05T23:44:00.206Z,10612 127 Street NW,Landridge/landridge 8-plex purching contract for clients 
98,no,10612 - 127 STREET NW - Schedule R - Rental Guarantee Acknowledgment.pdf,https://drive.google.com/file/d/1gcraQnL7tT-JwuZxmJ6DsII5NBNj8Ir2/view?usp=drivesdk,208861,2025-11-25T17:45:37Z,10612 127 Street NW,Landridge/Purchase Contracts Signed /10612 127St
99,YES,10612 - 127 STREET NW- Schedule M - Project Utility Metering.pdf,https://drive.google.com/file/d/1yAPrea01KahLoeunySKggflfXrWBhWi9/view?usp=drivesdk,214817,2026-01-05T23:44:00.205Z,10612 127 Street NW,Landridge/landridge 8-plex purching contract for clients 
99,no,10612 - 127 STREET NW- Schedule M - Project Utility Metering.pdf,https://drive.google.com/file/d/1Val3QunsiiDIzIkGxaSEtyzC851jrdDT/view?usp=drivesdk,214817,2025-11-25T17:45:37Z,10612 127 Street NW,Landridge/Purchase Contracts Signed /10612 127St
100,YES,10612 - 127 STREET NW- Landridge Homes-Sales Contract.pdf,https://drive.google.com/file/d/1DMRPlgKjRCDf-6fevW1SGpTwZz9eK6fQ/view?usp=drivesdk,1022641,2026-01-05T23:44:00.187Z,10612 127 Street NW,Landridge/landridge 8-plex purching contract for clients 
100,no,10612 - 127 STREET NW- Landridge Homes-Sales Contract.pdf,https://drive.google.com/file/d/1_xoHxL-RxrUtf_4Y-UryZQ5g0Z1PfdyK/view?usp=drivesdk,1022641,2025-11-25T17:45:37Z,10612 127 Street NW,Landridge/Purchase Contracts Signed /10612 127St
101,YES,10612 - 127 STREET NW - Schedule_B - Sepcifications.pdf,https://drive.google.com/file/d/17qeT-zp1LtcSP1sA3_IpGuzuzxSjN6Lt/view?usp=drivesdk,545271,2026-01-05T23:44:00.185Z,10612 127 Street NW,Landridge/landridge 8-plex purching contract for clients 
101,no,10612 - 127 STREET NW - Schedule_B - Sepcifications.pdf,https://drive.google.com/file/d/1xd1D37EtYMZlcvyGcb1SKYeU_XM0rb-a/view?usp=drivesdk,545271,2025-11-25T17:45:37Z,10612 127 Street NW,Landridge/Purchase Contracts Signed /10612 127St
102,YES,"YAREMCHUK, SUNNI 2024.pdf",https://drive.google.com/file/d/1S8jVgWjzPaiIFznG1nO0CxRGnJcFap2T/view?usp=drivesdk,9226968,2025-12-12T10:00:21Z,,Personal /2024 Filled Tax
102,no,"YAREMCHUK, SUNNI 2024.pdf",https://drive.google.com/file/d/1ZJ_KPLfB_TH4aipj5tPHwSlzB0c2qxQq/view?usp=drivesdk,9226968,2025-04-08T19:41:44.378Z,,CORPORATION/Taxes: 2022 & 2023 
103,YES,Peakhill Wire EFT Instructions.pdf,https://drive.google.com/file/d/1je8cwozocxtzssfhgGARFkLsJl3xsXwz/view?usp=drivesdk,116751,2025-12-08T19:16:29.493Z,Allendale (generic),Allendale 6408 106/6408: CMHC/Commitment Letter 6408 
103,no,Peakhill Wire EFT Instructions.pdf,https://drive.google.com/file/d/1HCD_ZizkKmew_nGd2zNh5nLTTtudB29C/view?usp=drivesdk,116751,2025-12-08T16:12:49Z,,
104,YES,Peakhill Commitment Letter 6408 106 St.pdf,https://drive.google.com/file/d/1ielgZovarlf1M3da8SRTqDaEa4oTC1X6/view?usp=drivesdk,465100,2025-12-08T19:16:29.492Z,Allendale (generic),Allendale 6408 106/6408: CMHC/Commitment Letter 6408 
104,no,Peakhill Commitment Letter 6408 106 St.pdf,https://drive.google.com/file/d/17QN02OwrMheVEuscZFhSP5Nfc09oBGcY/view?usp=drivesdk,465100,2025-12-08T16:12:49Z,Allendale 5-Plex (6408 106 St),
105,YES,CMLS Broker Disclosure Form.pdf,https://drive.google.com/file/d/1OOc-Opt99loeK9z0T03BO_z2tHb5_HFN/view?usp=drivesdk,121067,2025-12-08T19:16:29.489Z,Allendale (generic),Allendale 6408 106/6408: CMHC/Commitment Letter 6408 
105,no,CMLS Broker Disclosure Form.pdf,https://drive.google.com/file/d/1Ukfx072RxqTAq0FAZ_hA3s0sdgN6MNA_/view?usp=drivesdk,121067,2025-12-08T16:12:49Z,,
106,YES,CMLS Invoice - COI Placement Fee.pdf,https://drive.google.com/file/d/1NIiBBE6MM2kEOWc0RyLU0NWDBwHJdvT2/view?usp=drivesdk,487429,2025-12-08T19:16:29.487Z,Allendale (generic),Allendale 6408 106/6408: CMHC/Commitment Letter 6408 
106,no,CMLS Invoice - COI Placement Fee.pdf,https://drive.google.com/file/d/1Xx-a5fy2pfJpBT8wn-1oZwocYX0SYRmw/view?usp=drivesdk,487429,2025-12-08T16:12:49Z,,
107,YES,CMHC Construction Checklist Form.pdf,https://drive.google.com/file/d/1RVT_g9nTz7u4ZgxEvLrNZ1eTFPtVCydH/view?usp=drivesdk,65348,2025-11-17T21:35:41Z,,Landridge
107,no,CMHC Construction Checklist Form.pdf,https://drive.google.com/file/d/1BlfFlDeXPKMIaCV6hfcBloDbZ0Xb9Hx3/view?usp=drivesdk,65348,2025-11-17T21:35:41Z,,Landridge/Financing 
108,YES,Landridge Homes-Sales Contract.pdf,https://drive.google.com/file/d/1v-c-sA8afhqQs33UbqcOdZeRshF5qOB1/view?usp=drivesdk,1416925,2025-11-17T19:33:55Z,Westmount,Landridge/Westmount (8-Plex)
108,no,Landridge Homes-Sales Contract.pdf,https://drive.google.com/file/d/1Is1IFxgxEepAtqB8Aw-F3pTPzM2f0BJe/view?usp=drivesdk,1416925,2025-11-13T18:16:21Z,,Landridge
109,YES,Spruce_Avenue_Fourplex_Appraisal_Report[1].pdf,https://drive.google.com/file/d/1mjM6N6uoiR4pIBDjfPPDDqSFcBihfHJ5/view?usp=drivesdk,10315516,2025-11-14T18:50:24Z,Spruce Avenue,Chanpreet 
109,no,Spruce_Avenue_Fourplex_Appraisal_Report[1].pdf,https://drive.google.com/file/d/1v8nG8_krHXN5TsBC8iaPegenpE45zUXa/view?usp=drivesdk,10315516,2025-11-14T18:50:24Z,Mayfield 110,Mayfield 110/Chanpreet Info 
110,YES,Screenshot 2025-11-14 100618.png,https://drive.google.com/file/d/1ClZwAVyYU7AX66mHJQ48xB8eosOpffNz/view?usp=drivesdk,101712,2025-11-14T17:06:18Z,,2025 Tax
110,no,Screenshot 2025-11-14 100618.png,https://drive.google.com/file/d/1R7ncb7E8abk8i5xQR2nv3YKXVpdRLTWA/view?usp=drivesdk,101712,2025-11-14T17:06:18Z,,2025 Tax/2025 Tax Emanation 
111,YES,Screenshot 2025-11-14 100609.png,https://drive.google.com/file/d/1QcRxEENuqoq6TXdDSKBb1HpyAEe0C_hW/view?usp=drivesdk,93142,2025-11-14T17:06:09Z,,2025 Tax
111,no,Screenshot 2025-11-14 100609.png,https://drive.google.com/file/d/1-osmwZk8QZ2vzMRjPwnAHKPLtgqjpDfr/view?usp=drivesdk,93142,2025-11-14T17:06:09Z,,2025 Tax/2025 Tax Emanation 
112,YES,Schedule_B - Sepcifications.pdf,https://drive.google.com/file/d/1ozjTYdegYlwL9ADWe1KDuT_beXobwy6h/view?usp=drivesdk,497616,2025-11-13T18:16:21Z,,
112,no,Schedule_B - Sepcifications.pdf,https://drive.google.com/file/d/11oGDIOY-11WFE89wmfeW28vrb5ozkjXX/view?usp=drivesdk,497616,2025-11-13T18:16:21Z,,Landridge
113,YES,Jasper Park Budget.xlsx,https://drive.google.com/file/d/1cYJPO-UTd-ZN4luSYdEJmwRB4GbyF7Dj/view?usp=drivesdk,36097,2025-11-06T20:10:30.635Z,Jasper Park,Jasper Park/Jasper Park- Construction Budget
113,no,Jasper Park Budget.xlsx,https://drive.google.com/file/d/1hESt_NEnXL26kCmbrTXNBlwScvmqC6-r/view?usp=drivesdk,36097,2025-11-06T20:09:25Z,Jasper Park,
114,YES,10636_127_ST_NW_Purchase_Contract (Changes Made).pdf,https://drive.google.com/file/d/1gB1dGstxzl1wEZyNtefLIBIMiGEfsizv/view?usp=drivesdk,403352,2025-11-06T16:14:36Z,,
114,no,10636_127_ST_NW_Purchase_Contract (Changes Made).pdf,https://drive.google.com/file/d/1nVGeRp5icerGfZtak1g3CTqoRv3Ew4M8/view?usp=drivesdk,403352,2025-11-06T16:14:36Z,,
115,YES,"Icome Statement Nov 30, 2024 (2).pdf",https://drive.google.com/file/d/1wJbUDZ7os4bs5YO5ghqVLH451j45XvBb/view?usp=drivesdk,120053,2025-11-03T23:37:54Z,,LEADS////SPREADSHEETS!
115,no,"Icome Statement Nov 30, 2024 (2).pdf",https://drive.google.com/file/d/1w9opYEhP06hPhq-znz0utVu07UgGJwKf/view?usp=drivesdk,120053,2025-10-22T00:54:28Z,,
116,YES,Copy of Naturopathic Doctor Contact.xlsx,https://drive.google.com/file/d/1v6p0-TDNzObkSREPhuhjxS7JFGuhDHl9/view?usp=drivesdk,11911,2025-10-25T23:39:36.908Z,,
116,no,Copy of Naturopathic Doctor Contact.xlsx,https://drive.google.com/file/d/1ISgTfb3ySbMOdpc-DpIklDXubQYcWlJh/view?usp=drivesdk,11911,2025-09-03T21:51:44Z,,LEADS////SPREADSHEETS!
117,YES,Invoice 25223.pdf,https://drive.google.com/file/d/1-_OUCWFvBkcaBqNKMVgEzfzvctPN5tB7/view?usp=drivesdk,196141,2025-10-23T17:03:47Z,,
117,no,Invoice 25223.pdf,https://drive.google.com/file/d/1YvY2tRzxaOAow3_bVV-79GlZp72f0q8J/view?usp=drivesdk,196141,2025-10-09T14:14:21Z,Inglewood (generic),2025 Tax/2025 Flips/Wholesale /Inglewood 8 Plex: 11614 127 St NW
118,YES,Blank Notice Template.xps.pdf,https://drive.google.com/file/d/1vRe0wDR9PdwQ4CtUiTZaLa5FFtOCnMbY/view?usp=drivesdk,1278994,2025-10-14T15:40:40.828Z,Allendale (generic),Allendale 6408 106/6408: Purchase Docs 
118,no,Blank Notice Template.xps.pdf,https://drive.google.com/file/d/1vMIgIFqmOH_V2Jnf4C5ye4R3lrdUuML9/view?usp=drivesdk,1278994,2025-03-31T21:04:01Z,Allendale (generic),Allendale 6408 106/6408: Purchase Docs 
119,YES,Construction Agreement (Verum).pdf,https://drive.google.com/file/d/16wcizg16pHgaWPIJl1kkBLuH2fF938OT/view?usp=drivesdk,684323,2025-10-06T14:29:07.907Z,,Build Contracts Blank
119,no,Construction Agreement (Verum).pdf,https://drive.google.com/file/d/1GP9jhELqtyJi0269lcOJorQxR5pzRlT3/view?usp=drivesdk,684323,2024-12-30T21:31:59.744Z,,Blank Purchase Contracts 
120,YES,Purchase Contract.pdf,https://drive.google.com/file/d/14eruA3_ikx8qe_wqeVEXba7MfwLTK64D/view?usp=drivesdk,555238,2025-09-05T14:45:06Z,,
120,no,Purchase Contract.pdf,https://drive.google.com/file/d/1vRi7zzzJoQQmD46OveCtRbIykwI9vap0/view?usp=drivesdk,555238,2025-08-26T19:51:15Z,Verum (9121 152 St),IBH Tax/9121 152 St NW Expenses
121,YES,Inglewood Investment 6-Plex 11328 126 St.xlsx,https://drive.google.com/file/d/1Xkde2Yr77BMB1i7Zq4MNLOUc0wFXy6Y7/view?usp=drivesdk,29129,2025-09-03T22:18:48Z,Inglewood (generic),
121,no,Inglewood Investment 6-Plex 11328 126 St.xlsx,https://drive.google.com/file/d/1bGlcnC40Hvz-rQzW92pQ1Tx6NdzQi2Rn/view?usp=drivesdk,29129,2025-09-02T19:08:56Z,Inglewood (generic),LEADS////SPREADSHEETS!
121,no,Inglewood Investment 6-Plex 11328 126 St.xlsx,https://drive.google.com/file/d/1KhKynx-EMNaQt8txalgk_OaQEE5neoQQ/view?usp=drivesdk,29129,2025-03-04T02:32:36Z,Inglewood 6-Plex (11328 126 St),Inglewood 6-Plex: 11328 126 St
122,YES,COURSE INFO INTO WHI+OLESLE .docx,https://drive.google.com/file/d/1qpMdIN78Av5kdTQoBMGkE1Xsm3_edjwT/view?usp=drivesdk,27202,2025-09-03T21:50:34Z,,LEADS////SPREADSHEETS!
122,no,COURSE INFO INTO WHI+OLESLE .docx,https://drive.google.com/file/d/1SX4d7iKBDrSHypjhHiAQ1JhXHFU0X1_v/view?usp=drivesdk,27202,2025-09-03T21:50:33Z,,
123,YES,Developer & Builders  (1).xlsx,https://drive.google.com/file/d/1Fo4ctT4wHugXpvbk_zAH9k8iexYFvk4G/view?usp=drivesdk,141182,2025-09-03T21:49:22Z,,LEADS////SPREADSHEETS!
123,no,Developer & Builders  (1).xlsx,https://drive.google.com/file/d/19rEqkAEDaeQG5DbU05VF0W0nECtPH8w1/view?usp=drivesdk,141182,2025-09-03T21:49:20Z,,
124,YES,Facebook Gather Investors .docx,https://drive.google.com/file/d/1tMiifyLBlDyrDdql8Vrc9vHVEtjQnQ_c/view?usp=drivesdk,292434,2025-09-03T21:45:20Z,,LEADS////SPREADSHEETS!
124,no,Facebook Gather Investors .docx,https://drive.google.com/file/d/1Sed381zyvvfNOxsSduf4Su5VRSkkiW7W/view?usp=drivesdk,292434,2025-09-03T21:45:19Z,,
125,YES,PRe-Development Email .docx,https://drive.google.com/file/d/176SgKJyo4sfVVMoHpS_EiNGt4ddoksSd/view?usp=drivesdk,11292,2025-09-02T18:59:42Z,,LEADS////SPREADSHEETS!
125,no,PRe-Development Email .docx,https://drive.google.com/file/d/1NplffRR2bFmBy55ynpSKnV6gFZ2BzQSd/view?usp=drivesdk,11292,2025-09-02T17:59:42Z,,
126,YES,Co Star Data - US-20250902T173111Z-1-001.zip,https://drive.google.com/file/d/1lraq6ckgviSlLL4-DIyR_UBHnGwS7pnE/view?usp=drivesdk,45967380,2025-09-02T18:34:08Z,,LEADS////SPREADSHEETS!
126,no,Co Star Data - US-20250902T173111Z-1-001.zip,https://drive.google.com/file/d/18Gu2rLboRVMaKGYaa0XzL7bgdMpD-yrP/view?usp=drivesdk,45967380,2025-09-02T17:34:08Z,,LEADS////SPREADSHEETS!/Co star Data - CA
127,YES,Statement of Account(39074569.1).pdf,https://drive.google.com/file/d/1FhCSR5dOfqxbMTPIMgDMRdUcwqjl9zQk/view?usp=drivesdk,159964,2025-07-29T05:14:49.899Z,,Invoices /Invoices from gmail
127,no,Statement of Account(39074569.1).pdf,https://drive.google.com/file/d/1vm--PdzSEPTRFi86TeOu-Zy-_Cn_9fVq/view?usp=drivesdk,159964,2024-12-14T02:36:21.278Z,10949 109,CORPORATION/2024 Tax Info/Sold Houses/#202 10949 109
128,YES,29766_invoice.pdf,https://drive.google.com/file/d/151UUsoOdHyJCzFqQpE2sM20VTYi8duCB/view?usp=drivesdk,50293,2025-07-29T05:14:49.899Z,,Invoices /Invoices from gmail
128,no,29766_invoice.pdf,https://drive.google.com/file/d/1hHdhiNcAXCiTDE_w18FE0Bebb0m15XU8/view?usp=drivesdk,50293,2024-08-01T16:27:22Z,,Invoices 
128,no,29766_invoice.pdf,https://drive.google.com/file/d/1Q5DRNOps3QhILMPxNecIg3rKyW9D5lBp/view?usp=drivesdk,50293,2024-07-17T17:32:20Z,,CORPORATION/2024 Tax Info
129,YES,Wire Instruction - CMLS AB Trust.pdf,https://drive.google.com/file/d/1NqemaUp0voGkqcZKzw2hqwkTBkGkTsC8/view?usp=drivesdk,397011,2025-07-24T16:58:32.404Z,Mayfield 110,Mayfield 110/Mayfield-Invoice 
129,no,Wire Instruction - CMLS AB Trust.pdf,https://drive.google.com/file/d/1L8omnPWlz-7dECk1ZOwxiCByWuGAT_xn/view?usp=drivesdk,397011,2025-04-07T18:01:55.669Z,Allendale (generic),Allendale 6408 106/6408: CMHC
130,YES,"CERT 25-26 CMLS Financial Ltd., Computershare Trust Comp.pdf",https://drive.google.com/file/d/1ElLRKsh1FsfS060aY_QS0WKTaAULHV33/view?usp=drivesdk,135690,2025-07-16T02:22:23Z,Allendale (generic),Allendale 6408 106/6408: CMHC
130,no,"CERT 25-26 CMLS Financial Ltd., Computershare Trust Comp.pdf",https://drive.google.com/file/d/1W1zRr2Eki-VW91BmkueZHE1x4G4-HaAF/view?usp=drivesdk,135690,2025-07-09T23:11:09Z,,
131,YES,CERT 25-26 2652708 ALBERTA INC.pdf,https://drive.google.com/file/d/1RSxLzsIplbTAhIA4wRGdSgz9S2PP5eg2/view?usp=drivesdk,135122,2025-07-16T02:22:19Z,Allendale (generic),Allendale 6408 106/6408: CMHC
131,no,CERT 25-26 2652708 ALBERTA INC.pdf,https://drive.google.com/file/d/1DnnGdHf9zezJ81VC3E99FjM4Ag05igKn/view?usp=drivesdk,135122,2025-07-09T23:11:09Z,Allendale (generic),Allendale 6408 106
132,YES,15981 110b Ave NW WDV.3.pdf,https://drive.google.com/file/d/1UolS9qC8bJHreRxMZpK0DzAU4GTs5F5M/view?usp=drivesdk,2440280,2025-07-07T17:51:42.977Z,Mayfield 110,Mayfield 110/Plans & Surveys 
132,no,15981 110b Ave NW WDV.3.pdf,https://drive.google.com/file/d/14iIhooTGQG02bNR9T5gi_ErOVmsdIYDz/view?usp=drivesdk,2440280,2025-06-23T23:01:57.096Z,Mayfield 110,Mayfield 110/Plans & Surveys 
133,YES,6408 106 St 6-Unit Allendale.pdf,https://drive.google.com/file/d/1Z2YfNZCQjfuTzdHZ4QNOO1r8dOVrWEJW/view?usp=drivesdk,5226045,2025-06-16T22:10:47Z,Allendale (generic),Allendale 6408 106
133,no,6408 106 St 6-Unit Allendale.pdf,https://drive.google.com/file/d/13OTV4Z8kaBfsDHXILTjPhVWE0KAxdolG/view?usp=drivesdk,5226045,2025-06-16T22:10:47Z,Allendale (generic),Allendale 6408 106/Allendale Overview Info
134,YES,13430 8-Unit 6408 103 St Allendale - FINAL.pdf,https://drive.google.com/file/d/1TlyyYRbUPVlsCQlGoLdDrLmLnJiCryQ_/view?usp=drivesdk,5270653,2025-06-14T21:27:40Z,Allendale (generic),Allendale 6408 106/6408: CMHC
134,no,13430 8-Unit 6408 103 St Allendale - FINAL.pdf,https://drive.google.com/file/d/1F_zejKn32MV-W_zYdawsWzFWV0Z7D8GP/view?usp=drivesdk,5270653,2025-06-12T18:49:18Z,Allendale (generic),Allendale 6408 106
135,YES,Franken Homes Introduction (2024).pdf,https://drive.google.com/file/d/185dKo4d65YJxfxDfpiKtHtq2nfkmeF58/view?usp=drivesdk,2682947,2025-05-18T19:48:08Z,,Development Info-----Go to rize
135,no,Franken Homes Introduction (2024).pdf,https://drive.google.com/file/d/1ghLvpn_mu53dtYTow105_ltnJ3wfxvQb/view?usp=drivesdk,2682947,2024-11-18T23:21:14Z,,Development Info-----Go to rize/Formulas 
135,no,Franken Homes Introduction (2024).pdf,https://drive.google.com/file/d/1P2403woYnaUYSONGBVy-TQuVOvbskMIU/view?usp=drivesdk,2682947,2024-10-10T22:05:41Z,,Development Info-----Go to rize/Development Example Docs
136,YES,6408-106 Calvert Loan Aggreement.pdf,https://drive.google.com/file/d/1W6x0GJlAYoW_XGKh6e5l3SZPvrsSm1ep/view?usp=drivesdk,1188243,2025-04-24T14:26:13Z,Allendale (generic),Allendale 6408 106/6408: Purchase Docs 
136,no,6408-106 Calvert Loan Aggreement.pdf,https://drive.google.com/file/d/1FRqdhmHIq1rJBdbmUtB5V3ZO1eo_C_4E/view?usp=drivesdk,1188243,2024-11-02T21:57:22.090Z,Allendale (generic),Allendale 6408 106/6408: CMHC
137,YES,ApplicationStatusReport.pdf,https://drive.google.com/file/d/1vxSEPyRnFzuKyJballKrz4bzlh1Z1soZ/view?usp=drivesdk,126968,2025-04-21T18:38:47.952Z,Allendale (generic),Allendale 6408 106/6408: Plans/Survey
137,no,ApplicationStatusReport.pdf,https://drive.google.com/file/d/1vLnvqiTnPsFA4vMfpY4be5fWzS7icfvi/view?usp=drivesdk,126968,2025-04-18T00:51:58.366Z,Allendale (generic),Allendale 6408 106/6408: Plans/Survey
138,YES,Summary.pdf,https://drive.google.com/file/d/1vcUfkVV9BQBhlgrFXvt1_zqyPGectYTc/view?usp=drivesdk,162110,2025-03-31T21:06:06.834Z,Allendale (generic),Allendale 6408 106/6408: Purchase Docs 
138,no,Summary.pdf,https://drive.google.com/file/d/1CzcOGqWHdht-R96rf6JVnne3IZsdMah3/view?usp=drivesdk,162110,2025-03-31T21:04:01Z,Allendale (generic),Allendale 6408 106/6408: Purchase Docs 
139,YES,Condition Wavier (1).pdf,https://drive.google.com/file/d/1CjmTzb7KV5_PoLMATT8zrd-gfuUONFLR/view?usp=drivesdk,83535,2025-03-29T02:13:02Z,,Blank Purchase Contracts 
139,no,Condition Wavier (1).pdf,https://drive.google.com/file/d/11CmAp4L3AvE94akBq5Cz9_bbxS0A195I/view?usp=drivesdk,83535,2025-03-29T02:13:02Z,,Blank Purchase Contracts /Purchase Contracts- Filled out 
140,YES,Edmonton Infill Project (8 & 9 Units).xlsx,https://drive.google.com/file/d/1192LTlY2YfavaswUtCYwcL4J5X8FH55_/view?usp=drivesdk,37548,2024-12-02T18:47:57Z,In-Between Homes (10848 153 St),2025 Tax/2025 Flips/Wholesale /In Between Homes /IN-Between Homes 
140,no,Edmonton Infill Project (8 & 9 Units).xlsx,https://drive.google.com/file/d/1ZGX-PXfJ_hJCLoSjluge-nY4uBQG20ro/view?usp=drivesdk,37548,2024-11-21T04:24:27Z,,Development Info-----Go to rize/Cost Examples 
141,YES,Tenant-Application-Form- (Blank).pdf,https://drive.google.com/file/d/15Tfm8uwO16UO82nufe9KSSZTS0SfplZz/view?usp=drivesdk,232425,2024-10-17T16:23:57.130Z,,Flip Info/Rental Forms 
141,no,Tenant-Application-Form- (Blank).pdf,https://drive.google.com/file/d/1KlcjxEjwQAcgAZKGYWW6WyddBECklR-u/view?usp=drivesdk,232425,2024-07-26T03:49:27Z,,Blank Purchase Contracts 
142,YES,Welcome to Calvert Home Mortgage (C).pdf,https://drive.google.com/file/d/14HXNTy4qsLmJy6rVVWBNG2MlsuyjDvuy/view?usp=drivesdk,153228,2024-10-15T16:12:06Z,Allendale (generic),Allendale 6408 106/6408: CMHC
142,no,Welcome to Calvert Home Mortgage (C).pdf,https://drive.google.com/file/d/1o96UhCbOUBL9cwfu8VXKynOQpMYi0dzL/view?usp=drivesdk,153228,2024-10-15T16:12:06Z,Allendale (generic),Allendale 6408 106/6408: Invoice
143,YES,Copy of 100 Modified Pushups,https://drive.google.com/file/d/1wf7mbzQ8LNAciUn1jeh4BdZo7MjY7Tsl/view?usp=drivesdk,26346459,2024-10-02T05:21:33.947Z,,Workout 11
143,no,Copy of 100 Modified Pushups,https://drive.google.com/file/d/1kzCySpPMfmvTrxMavdsgme-0VtyMAMPc/view?usp=drivesdk,26346459,2024-10-02T05:15:34.353Z,,Workout 8
144,YES,Copy of 100 Bentover Side Delts,https://drive.google.com/file/d/1i1_oJGkqfs1QyJsSVyMikO9l966SDcJS/view?usp=drivesdk,47783288,2024-10-02T05:21:15.930Z,,Workout 11
144,no,Copy of 100 Bentover Side Delts,https://drive.google.com/file/d/1fg4MZ9xZzU02RLGQMoG52DQFb3UVVBqq/view?usp=drivesdk,47783288,2024-10-02T05:15:04.139Z,,Workout 8
145,YES,Copy of 100 Hammer Curls,https://drive.google.com/file/d/1IvHlsUIy19l0Me0bIBQk1kOodsiai0Eo/view?usp=drivesdk,32389050,2024-10-02T05:18:19.853Z,,Workout 9
145,no,Copy of 100 Hammer Curls,https://drive.google.com/file/d/1U7ejwY87oQ2jLndS6iwPficd1FfrgE2K/view?usp=drivesdk,32389050,2024-10-02T05:11:46.234Z,,Gym Workout 3/Gym Workout 5
146,YES,Copy of 100 Sit Down Squats,https://drive.google.com/file/d/1y7dhNWsiy7rEr6mscXPz5h-Zhhlr5x5d/view?usp=drivesdk,29360786,2024-10-02T05:17:58.923Z,,Workout 9
146,no,Copy of 100 Sit Down Squats,https://drive.google.com/file/d/1O_Q5E_S5BxGKTSyhmkeU42d-2yP034h_/view?usp=drivesdk,29360786,2024-09-30T02:18:00.996Z,,Workout 6
147,YES,Copy of 5 Min Burpees,https://drive.google.com/file/d/11yUzWSSgX2KycSwyEmzGTg4PshvLLTnn/view?usp=drivesdk,19432954,2024-10-02T05:17:32.970Z,,Workout 9
147,no,Copy of 5 Min Burpees,https://drive.google.com/file/d/1ZQciH1HLsmmWggscCapadFaC5xPAG66H/view?usp=drivesdk,19432954,2024-09-30T02:16:37.315Z,,Workout 6
148,YES,Copy of 5 Min Wall Sit,https://drive.google.com/file/d/1gkHCppKLs3I7php5aMK9Yq0crtAIndZM/view?usp=drivesdk,20674040,2024-09-30T02:06:15.604Z,,Maintenance 2
148,no,Copy of 5 Min Wall Sit,https://drive.google.com/file/d/11Nt-GcT8JpIqy_8Rz4msnXp-MVzuqlv9/view?usp=drivesdk,20674040,2024-09-30T02:05:24.629Z,,Maintenance 1
149,YES,192300279_51732692_0_0.pdf,https://drive.google.com/file/d/1bD6w3K0Ms7nMXrQLQaGWDWdnH7Q6hurN/view?usp=drivesdk,40584,2024-09-26T20:26:34Z,,NEW Properties /Titles Pulled 
149,no,192300279_51732692_0_0.pdf,https://drive.google.com/file/d/14G6WcQ-MyNL2sDK9ideZ3RGljz7YAPV_/view?usp=drivesdk,40584,2024-09-26T20:26:34Z,,NEW Properties /Titles Pulled 
150,YES,Copy of 5 Minute Plank,https://drive.google.com/file/d/1yS0ZUIiAImKpZ8vkvMtHl_xqRY8qJtSz/view?usp=drivesdk,6164112,2024-09-18T02:17:58.413Z,,Maintenance 2
150,no,Copy of 5 Minute Plank,https://drive.google.com/file/d/1NkpaOQN_Sr5O8F7z7ShFNPJet59Res4Q/view?usp=drivesdk,6164112,2024-09-18T02:17:12.027Z,,Maintenance 1
151,YES,892192580_51639410_0_0.pdf,https://drive.google.com/file/d/1ehQjkOKjj0R5ZGiqZCyHBuLeNQSqcdab/view?usp=drivesdk,40519,2024-09-17T18:48:52.415Z,,NEW Properties /Titles Pulled 
151,no,892192580_51639410_0_0.pdf,https://drive.google.com/file/d/1qx8RuhZEOBTHuf1FTs7ssYNvqIbdArLf/view?usp=drivesdk,40519,2024-09-17T18:43:49Z,,NEW Properties /Titles Pulled 
152,YES,Copy of 5 Minute Cross Countries,https://drive.google.com/file/d/1sFytpbNxfbx72xWuNEhRR0EhkqoRLcf6/view?usp=drivesdk,15842006,2024-09-16T21:16:20.349Z,,Gym Workout 3/Gym Workout 5
152,no,Copy of 5 Minute Cross Countries,https://drive.google.com/file/d/1tQLPiYZd3TXC6tVs2Y7QBV9VCnaVPUTe/view?usp=drivesdk,15842006,2024-09-16T00:56:31.318Z,,Gym Workout 2
